發生年度,發生時-Hours,處理別-編號,區序,天候,道路型態,事故位置,路面狀況3,年齡,飲酒情形,座標-X,座標-Y
112,19,2,松山區,晴,單路,路段,無缺陷,36,未飲酒,121.5440746,25.0449975
112,20,2,北投區,晴,交岔路,交岔路口,無缺陷,46,未飲酒,121.5107454,25.1107368
112,20,2,北投區,晴,交岔路,交岔路口,無缺陷,42,未飲酒,121.5107454,25.1107368
112,21,2,大安區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5573751,25.0321291
112,21,2,大安區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5573751,25.0321291
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5359768,25.0484424
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,23,未飲酒,121.5359768,25.0484424
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5276006,25.06274
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,0,無法檢測,121.5276006,25.06274
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5276006,25.06274
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,51,未飲酒,121.5302465,25.06267619
112,22,2,中山區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5302465,25.06267619
112,22,2,大安區,晴,交岔路,交岔路口,無缺陷,51,有飲酒,121.5433261,25.0250204
112,22,2,大安區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5433261,25.0250204
112,22,2,中正區,晴,交岔路,交岔路口,無缺陷,66,未飲酒,121.5220821,25.04676346
112,22,2,中正區,晴,交岔路,交岔路口,無缺陷,18,未飲酒,121.5220821,25.04676346
112,22,2,中正區,晴,單路,路段,無缺陷,25,未飲酒,121.5282371,25.0116823
112,22,2,中正區,晴,單路,路段,無缺陷,40,未飲酒,121.5282371,25.0116823
112,22,2,信義區,陰,交岔路,交岔路口,無缺陷,23,未飲酒,121.5557559,25.0240496
112,22,2,信義區,陰,交岔路,交岔路口,無缺陷,23,未飲酒,121.5557559,25.0240496
112,0,2,萬華區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.4976504,25.0385
112,0,2,萬華區,晴,交岔路,交岔路口,無缺陷,20,無法檢測,121.4976504,25.0385
112,0,2,萬華區,晴,交岔路,交岔路口,無缺陷,66,未飲酒,121.4976504,25.0385
112,0,2,文山區,晴,交岔路,交岔路口,無缺陷,50,未飲酒,121.5396307,24.98999152
112,0,2,文山區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.5396307,24.98999152
112,0,2,中正區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5107259,25.0354482
112,0,2,中正區,晴,交岔路,交岔路口,無缺陷,53,未飲酒,121.5107259,25.0354482
112,1,2,北投區,晴,單路,路段,無缺陷,19,未飲酒,121.507326,25.1140019
112,1,2,北投區,晴,單路,路段,無缺陷,30,無法檢測,121.507326,25.1140019
112,1,2,北投區,晴,單路,路段,無缺陷,0,無法檢測,121.507326,25.1140019
112,4,2,大安區,晴,圓環,路段,無缺陷,39,無法檢測,121.5485008,25.0372547
112,4,2,大安區,晴,圓環,路段,無缺陷,56,未飲酒,121.5485008,25.0372547
112,4,2,大安區,晴,圓環,路段,無缺陷,0,無法檢測,121.5485008,25.0372547
112,6,2,北投區,晴,交岔路,交岔路口,無缺陷,87,無法檢測,121.5001821,25.14057487
112,6,2,北投區,晴,交岔路,交岔路口,無缺陷,73,未飲酒,121.5001821,25.14057487
112,7,2,中山區,晴,交岔路,交岔路口,無缺陷,47,無法檢測,121.5437997,25.04498111
112,7,2,中山區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.5437997,25.04498111
112,8,2,士林區,晴,單路,路段,無缺陷,60,未飲酒,121.4961328,25.10297476
112,8,2,士林區,晴,單路,路段,無缺陷,66,未飲酒,121.4961328,25.10297476
112,8,2,士林區,晴,單路,路段,無缺陷,52,未飲酒,121.4961328,25.10297476
112,8,2,士林區,晴,單路,路段,無缺陷,46,未飲酒,121.4961328,25.10297476
112,8,2,信義區,晴,單路,路段,無缺陷,46,未飲酒,121.57569,25.0433326
112,8,2,信義區,晴,單路,路段,無缺陷,39,未飲酒,121.57569,25.0433326
112,8,2,內湖區,晴,單路,路段,無缺陷,48,未飲酒,121.5760309,25.07642097
112,8,2,內湖區,晴,單路,路段,無缺陷,37,無法檢測,121.5760309,25.07642097
112,8,2,大安區,晴,交岔路,交岔路口,無缺陷,52,未飲酒,121.549942,25.0244213
112,8,2,大安區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.549942,25.0244213
112,8,2,中正區,晴,單路,路段,無缺陷,47,未飲酒,121.5242934,25.04334711
112,8,2,中正區,晴,單路,路段,無缺陷,26,未飲酒,121.5242934,25.04334711
112,8,2,內湖區,晴,單路,行人穿越道,無缺陷,65,未飲酒,121.5826703,25.0606306
112,8,2,內湖區,晴,單路,行人穿越道,無缺陷,25,未飲酒,121.5826703,25.0606306
112,8,2,北投區,晴,交岔路,交岔路口,無缺陷,24,無法檢測,121.5028829,25.12269207
112,8,2,北投區,晴,交岔路,交岔路口,無缺陷,27,未飲酒,121.5028829,25.12269207
112,8,2,北投區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5028829,25.12269207
112,9,2,士林區,晴,交岔路,交岔路口,無缺陷,22,未飲酒,121.5336059,25.10892952
112,9,2,士林區,晴,交岔路,交岔路口,無缺陷,51,未飲酒,121.5336059,25.10892952
112,9,2,中山區,晴,單路,其他,無缺陷,39,未飲酒,121.556155,25.080747
112,9,2,中山區,晴,單路,其他,無缺陷,23,未飲酒,121.556155,25.080747
112,9,2,北投區,晴,交岔路,交岔路口,無缺陷,35,未飲酒,121.4819497,25.12585098
112,9,2,北投區,晴,交岔路,交岔路口,無缺陷,32,未飲酒,121.4819497,25.12585098
112,9,2,士林區,晴,單路,路段,無缺陷,59,未飲酒,121.5549018,25.10360093
112,9,2,士林區,晴,單路,路段,無缺陷,31,未飲酒,121.5549018,25.10360093
112,10,2,文山區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5711633,24.991572
112,10,2,文山區,晴,交岔路,交岔路口,無缺陷,23,無法檢測,121.5711633,24.991572
112,10,2,文山區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.5711633,24.991572
112,10,2,士林區,晴,單路,路段,無缺陷,54,未飲酒,121.5831676,25.11913243
112,10,2,士林區,晴,單路,路段,無缺陷,60,未飲酒,121.5831676,25.11913243
112,10,2,士林區,晴,單路,路段,無缺陷,28,未飲酒,121.5831676,25.11913243
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,30,未飲酒,121.5234155,25.05152414
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,30,未飲酒,121.5234155,25.05152414
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,26,無法檢測,121.5234155,25.05152414
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,70,無法檢測,121.5367126,25.05470168
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,71,未飲酒,121.5367126,25.05470168
112,10,2,中山區,晴,交岔路,交岔路口,無缺陷,63,未飲酒,121.5367126,25.05470168
112,10,2,萬華區,晴,交岔路,交岔路口,無缺陷,68,未飲酒,121.5074479,25.02464518
112,10,2,萬華區,晴,交岔路,交岔路口,無缺陷,70,無法檢測,121.5074479,25.02464518
112,10,2,大同區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.5131537,25.06724601
112,10,2,大同區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.5131537,25.06724601
112,10,2,文山區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.5711463,24.9917806
112,10,2,文山區,晴,交岔路,交岔路口,無缺陷,21,無法檢測,121.5711463,24.9917806
112,10,2,文山區,晴,交岔路,交岔路口,無缺陷,50,未飲酒,121.5711463,24.9917806
112,11,2,北投區,晴,交岔路,交岔路口,無缺陷,71,未飲酒,121.5192955,25.1104979
112,11,2,北投區,晴,交岔路,交岔路口,無缺陷,25,未飲酒,121.5192955,25.1104979
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,41,未飲酒,121.5396519,25.065996
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,63,未飲酒,121.5396519,25.065996
112,11,2,士林區,晴,交岔路,交岔路口,無缺陷,75,無法檢測,121.5238613,25.08801308
112,11,2,士林區,晴,交岔路,交岔路口,無缺陷,0,無法檢測,121.5238613,25.08801308
112,11,2,士林區,晴,交岔路,交岔路口,無缺陷,48,無法檢測,121.5238613,25.08801308
112,11,2,士林區,晴,交岔路,交岔路口,無缺陷,18,未飲酒,121.5238613,25.08801308
112,11,2,中正區,晴,交岔路,交岔路口,無缺陷,42,未飲酒,121.5215327,25.03272911
112,11,2,中正區,晴,交岔路,交岔路口,無缺陷,59,未飲酒,121.5215327,25.03272911
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,45,未飲酒,121.5336261,25.052916
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,28,未飲酒,121.5336261,25.052916
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.5336261,25.052916
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,23,未飲酒,121.5208199,25.06266126
112,11,2,中山區,晴,交岔路,交岔路口,無缺陷,23,未飲酒,121.5208199,25.06266126
112,11,2,內湖區,晴,交岔路,交岔路口,無缺陷,40,未飲酒,121.6030662,25.07349617
112,11,2,內湖區,晴,交岔路,交岔路口,無缺陷,62,未飲酒,121.6030662,25.07349617
112,11,2,南港區,晴,交岔路,交岔路口,無缺陷,36,未飲酒,121.5861047,25.0480466
112,11,2,南港區,晴,交岔路,交岔路口,無缺陷,37,未飲酒,121.5861047,25.0480466
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,20,未飲酒,121.5119609,25.1043963
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,48,未飲酒,121.5119609,25.1043963
112,12,2,北投區,晴,交岔路,交岔路口,無缺陷,19,未飲酒,121.5119609,25.1043963
112,12,2,文山區,晴,單路,其他,無缺陷,26,未飲酒,121.5451958,24.98605544
112,12,2,文山區,晴,單路,其他,無缺陷,67,未飲酒,121.5451958,24.98605544
112,12,2,松山區,晴,交岔路,交岔路口,無缺陷,30,未飲酒,121.5550576,25.048125
112,12,2,松山區,晴,交岔路,交岔路口,無缺陷,42,未飲酒,121.5550576,25.048125
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,26,未飲酒,121.5133237,25.04828011
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,36,未飲酒,121.5133237,25.04828011
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,35,無法檢測,121.5133237,25.04828011
112,13,2,大安區,晴,交岔路,交岔路口,無缺陷,78,未飲酒,121.5523368,25.02466408
112,13,2,大安區,晴,交岔路,交岔路口,無缺陷,68,未飲酒,121.5523368,25.02466408
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,57,無法檢測,121.5078733,25.03661771
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.5078733,25.03661771
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,25,未飲酒,121.5078733,25.03661771
112,13,2,中正區,晴,交岔路,交岔路口,無缺陷,52,無法檢測,121.5078733,25.03661771
112,14,2,士林區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.536301,25.10278261
112,14,2,士林區,晴,交岔路,交岔路口,無缺陷,34,未飲酒,121.536301,25.10278261
112,14,2,士林區,晴,單路,路段,無缺陷,43,無法檢測,121.5323991,25.093071
112,14,2,士林區,晴,單路,路段,無缺陷,29,未飲酒,121.5323991,25.093071
112,14,2,士林區,晴,單路,路段,無缺陷,47,未飲酒,121.5323991,25.093071
112,14,2,文山區,晴,交岔路,交岔路口,無缺陷,38,未飲酒,121.5434658,25.0002461
112,14,2,文山區,晴,交岔路,交岔路口,無缺陷,64,未飲酒,121.5434658,25.0002461
112,14,2,中山區,晴,交岔路,交岔路口,無缺陷,72,未飲酒,121.5305206,25.04759597
112,14,2,中山區,晴,交岔路,交岔路口,無缺陷,35,未飲酒,121.5305206,25.04759597
112,15,2,大同區,晴,交岔路,交岔路口,無缺陷,39,未飲酒,121.51515,25.05841061
112,15,2,大同區,晴,交岔路,交岔路口,無缺陷,45,未飲酒,121.51515,25.05841061
112,16,2,信義區,晴,交岔路,交岔路口,無缺陷,70,未飲酒,121.5701721,25.0411125
112,16,2,信義區,晴,交岔路,交岔路口,無缺陷,57,未飲酒,121.5701721,25.0411125
112,16,2,中正區,晴,交岔路,交岔路口,無缺陷,47,未飲酒,121.5279676,25.03492157
112,16,2,中正區,晴,交岔路,交岔路口,無缺陷,79,未飲酒,121.5279676,25.03492157
112,16,2,萬華區,晴,交岔路,交岔路口,無缺陷,32,未飲酒,121.5023194,25.02962667
112,16,2,萬華區,晴,交岔路,交岔路口,無缺陷,63,未飲酒,121.5023194,25.02962667
112,16,2,中山區,晴,單路,路段,無缺陷,43,未飲酒,121.5396669,25.0465608
112,16,2,中山區,晴,單路,路段,無缺陷,64,未飲酒,121.5396669,25.0465608
112,17,2,中正區,晴,交岔路,交岔路口,無缺陷,0,無法檢測,121.5131278,25.02887057
112,17,2,中正區,晴,交岔路,交岔路口,無缺陷,40,無法檢測,121.5131278,25.02887057
112,17,2,中正區,晴,交岔路,交岔路口,無缺陷,31,未飲酒,121.5131278,25.02887057
112,17,2,士林區,晴,交岔路,交岔路口,無缺陷,60,未飲酒,121.5376697,25.09799804
112,17,2,士林區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5376697,25.09799804
112,17,2,信義區,晴,單路,路段,無缺陷,43,未飲酒,121.5580147,25.0278839
112,17,2,信義區,晴,單路,路段,無缺陷,70,未飲酒,121.5580147,25.0278839
112,17,2,文山區,晴,單路,路段,無缺陷,46,未飲酒,121.5709704,24.99521598
112,17,2,文山區,晴,單路,路段,無缺陷,48,未飲酒,121.5709704,24.99521598
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,68,未飲酒,121.5524928,25.0362656
112,17,2,大安區,晴,交岔路,交岔路口,無缺陷,21,未飲酒,121.5524928,25.0362656
112,17,2,大安區,陰,交岔路,交岔路口,無缺陷,21,未飲酒,121.5575227,25.0412332
112,17,2,大安區,陰,交岔路,交岔路口,無缺陷,21,未飲酒,121.5575227,25.0412332
112,18,2,士林區,晴,單路,路段,無缺陷,78,未飲酒,121.524594,25.07950578
112,18,2,士林區,晴,單路,路段,無缺陷,74,未飲酒,121.524594,25.07950578
112,18,2,內湖區,晴,單路,路段,無缺陷,33,未飲酒,121.5860874,25.05761467
112,18,2,內湖區,晴,單路,路段,無缺陷,19,未飲酒,121.5860874,25.05761467
112,18,2,文山區,晴,單路,路段,無缺陷,55,未飲酒,121.5713701,24.98594964
112,18,2,文山區,晴,單路,路段,無缺陷,62,未飲酒,121.5713701,24.98594964
112,18,2,文山區,晴,單路,路段,無缺陷,59,無法檢測,121.5713701,24.98594964
112,18,2,中正區,晴,交岔路,交岔路口,無缺陷,45,未飲酒,121.5128873,25.0343767
112,18,2,中正區,晴,交岔路,交岔路口,無缺陷,18,未飲酒,121.5128873,25.0343767
112,19,2,萬華區,晴,單路,路段,無缺陷,31,無法檢測,121.492048,25.03818731
112,19,2,萬華區,晴,單路,路段,無缺陷,57,未飲酒,121.492048,25.03818731
112,19,2,萬華區,晴,單路,路段,無缺陷,45,未飲酒,121.492048,25.03818731
112,20,2,大安區,晴,單路,路段,無缺陷,32,無法檢測,121.5410695,25.04447445
112,20,2,大安區,晴,單路,路段,無缺陷,29,未飲酒,121.5410695,25.04447445
112,20,2,大安區,晴,單路,路段,無缺陷,34,未飲酒,121.5410695,25.04447445
112,20,2,大安區,晴,單路,路段,無缺陷,45,未飲酒,121.5561287,25.036908
112,20,2,大安區,晴,單路,路段,無缺陷,37,無法檢測,121.5561287,25.036908
112,20,2,大安區,晴,單路,路段,無缺陷,5,無法檢測,121.5561287,25.036908
112,20,2,大安區,晴,單路,路段,無缺陷,47,未飲酒,121.5561287,25.036908
112,21,2,中山區,陰,單路,路段,無缺陷,68,未飲酒,121.5274174,25.05377446
112,21,2,中山區,陰,單路,路段,無缺陷,42,未飲酒,121.5274174,25.05377446
112,21,2,北投區,陰,單路,路段,無缺陷,36,未飲酒,121.5253244,25.1455459
112,21,2,北投區,陰,單路,路段,無缺陷,0,無法檢測,121.5253244,25.1455459
112,21,2,信義區,雨,單路,路段,無缺陷,32,未飲酒,121.5576397,25.036448
112,21,2,信義區,雨,單路,路段,無缺陷,51,有飲酒,121.5576397,25.036448
112,22,2,中正區,陰,交岔路,交岔路口,無缺陷,67,未飲酒,121.516116,25.04465557
112,22,2,中正區,陰,交岔路,交岔路口,無缺陷,29,未飲酒,121.516116,25.04465557
112,22,2,中山區,雨,單路,交流道,無缺陷,22,未飲酒,121.5368162,25.04815271
112,22,2,中山區,雨,單路,交流道,無缺陷,25,未飲酒,121.5368162,25.04815271
112,22,2,中山區,雨,交岔路,交岔路口,無缺陷,25,未飲酒,121.5264304,25.05702062
112,22,2,中山區,雨,交岔路,交岔路口,無缺陷,23,未飲酒,121.5264304,25.05702062
112,23,2,大安區,雨,單路,路段,無缺陷,38,未飲酒,121.5308004,25.0187226
112,23,2,大安區,雨,單路,路段,無缺陷,23,未飲酒,121.5308004,25.0187226
112,23,2,士林區,雨,交岔路,交岔路口,無缺陷,67,無法檢測,121.5344865,25.109831
112,23,2,士林區,雨,交岔路,交岔路口,無缺陷,47,無法檢測,121.5344865,25.109831
112,23,2,南港區,雨,單路,路段,無缺陷,28,未飲酒,121.5810461,25.05092031
112,23,2,南港區,雨,單路,路段,無缺陷,74,無法檢測,121.5810461,25.05092031
112,23,2,中山區,雨,單路,路段,無缺陷,22,未飲酒,121.5257438,25.0644491
112,23,2,中山區,雨,單路,路段,無缺陷,28,無法檢測,121.5257438,25.0644491
112,23,2,中山區,雨,單路,路段,無缺陷,28,未飲酒,121.5257438,25.0644491
112,0,2,萬華區,雨,單路,路段,無缺陷,45,無法檢測,121.5030004,25.04049002
112,0,2,萬華區,雨,單路,路段,無缺陷,67,未飲酒,121.5030004,25.04049002
112,0,2,松山區,雨,單路,行人穿越道,無缺陷,23,未飲酒,121.56484,25.06315737
112,0,2,松山區,雨,單路,行人穿越道,無缺陷,42,無法檢測,121.56484,25.06315737
112,0,2,松山區,雨,單路,行人穿越道,無缺陷,20,未飲酒,121.56484,25.06315737
112,0,2,松山區,雨,單路,行人穿越道,無缺陷,23,未飲酒,121.56484,25.06315737
112,1,2,大安區,雨,單路,路段,無缺陷,47,未飲酒,121.5501597,25.0244201
112,1,2,大安區,雨,單路,路段,無缺陷,34,未飲酒,121.5501597,25.0244201
112,1,2,萬華區,雨,交岔路,交岔路口,無缺陷,45,未飲酒,121.5019931,25.04014126
112,1,2,萬華區,雨,交岔路,交岔路口,無缺陷,59,未飲酒,121.5019931,25.04014126
112,2,2,松山區,雨,單路,路段,無缺陷,43,無法檢測,121.5535144,25.0468069
112,2,2,松山區,雨,單路,路段,無缺陷,29,未飲酒,121.5535144,25.0468069
112,2,2,大同區,晴,交岔路,交岔路口,無缺陷,35,未飲酒,121.5158432,25.0501424
112,2,2,大同區,晴,交岔路,交岔路口,無缺陷,66,未飲酒,121.5158432,25.0501424
112,4,2,松山區,陰,交岔路,交岔路口,無缺陷,43,未飲酒,121.5672411,25.0506992
112,4,2,松山區,陰,交岔路,交岔路口,無缺陷,45,未飲酒,121.5672411,25.0506992
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,23,未飲酒,121.5104826,25.0500532
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,36,未飲酒,121.5104826,25.0500532
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5104826,25.0500532
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,29,未飲酒,121.5104826,25.0500532
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,31,未飲酒,121.5104826,25.0500532
112,8,2,大同區,晴,交岔路,交岔路口,無缺陷,37,未飲酒,121.5104826,25.0500532
112,8,2,文山區,雨,單路,路段,無缺陷,57,未飲酒,121.5487602,24.98720685
112,8,2,文山區,雨,單路,路段,無缺陷,32,無法檢測,121.5487602,24.98720685
112,8,2,中山區,陰,交岔路,交岔路口,無缺陷,60,未飲酒,121.5380194,25.0681997
112,8,2,中山區,陰,交岔路,交岔路口,無缺陷,75,未飲酒,121.5380194,25.0681997
112,9,2,中山區,晴,交岔路,交岔路口,無缺陷,27,未飲酒,121.5446024,25.0796874
112,9,2,中山區,晴,交岔路,交岔路口,無缺陷,24,未飲酒,121.5446024,25.0796874
